Metric,Value
Lowest_Train_Loss,0.0542695743945315
Lowest_Validation_Loss,0.0608278241617381
Epoch_Lowest_Train_Loss,135
Epoch_Lowest_Validation_Loss,150
Train_Loss_First_Epoch,0.227558899146833
Train_Loss_Last_Epoch,0.0571881161284155
Validation_Loss_First_Epoch,0.17284026581812
Validation_Loss_Last_Epoch,0.0691925955940249
