Epoch,Avg Train Loss,Avg Validation Loss
1,0.09843411325888783,0.23957423203521305
2,0.09271236346708721,0.270759714110462
3,0.08931408386928498,0.3133912974077722
4,0.08621407106593604,0.220794923423569
5,0.08485409968926727,0.24279404924687556
6,0.08139639961352708,0.26990960855126955
7,0.08082901408629443,0.17826351055488493
8,0.078833682066816,0.1895510074525064
9,0.07689773361253646,0.2386448299827207
10,0.07490078990576661,0.17715614152271392
11,0.07526348994072773,0.23281138159946543
12,0.07120784848595993,0.17989454587588563
13,0.0723560301564418,0.23583896306977756
14,0.07073503358941305,0.16399839318892806
15,0.07204460584801835,0.18137779407167204
16,0.06928237822692815,0.17604051744520377
17,0.06859962767827815,0.14634144122617831
18,0.06757395109134214,0.14239804011180204
19,0.06765069042351185,0.11585100029329747
20,0.06579262169763825,0.16165522871098081
21,0.06653854229661414,0.19834672951180002
22,0.06450622029485287,0.16372559493146657
23,0.06296669662600916,0.2172511014457486
24,0.063957705813896,0.16108968781964214
25,0.06296636532217674,0.16754033693656828
26,0.0628554649513719,0.17794732483112868
27,0.0629349224474149,0.13974189256196437
28,0.06262662919209587,0.1560197993033174
29,0.061592576810627755,0.1727513078474192
30,0.05995603632025011,0.10046689421082465
31,0.06108831765258687,0.20393742620944977
32,0.05900314594709796,0.0996246283630962
33,0.05830620578056736,0.12485136111505366
34,0.05951321117668556,0.15731821619514105
35,0.06053729262089452,0.09967242629415747
36,0.05728899361772119,0.12225203558010755
37,0.05854414270496674,0.12811416416352497
38,0.05991592340627641,0.10460532438639858
39,0.05793017836867768,0.10604093198614996
40,0.05840995747430347,0.11596623072085749
41,0.05597395359771876,0.1227652316796031
42,0.05710717897829721,0.16478620120436674
43,0.056658871125525645,0.1531518112850074
44,0.05702406751505489,0.14095825750542723
45,0.055775440335312274,0.11624584424394917
46,0.05778741810719062,0.1270787100069189
47,0.0550609411641209,0.10381712840987001
48,0.0556711170850729,0.14462023278797306
49,0.056246334805492376,0.12107940410502291
50,0.05549945267072568,0.15804475326325007
51,0.0549349210362446,0.10049924222923419
52,0.05290997469917173,0.12276949384362225
53,0.052562828917836826,0.08945860259306891
54,0.05280344479231012,0.10394466105974527
55,0.05255486548288745,0.1323906850375703
56,0.0516623641108603,0.11923654897561396
57,0.05110334597382668,0.09618203460738278
58,0.05160253404818,0.11115657530976954
59,0.05147317577345818,0.13342595926445464
60,0.05210894623803785,0.09479765522019298
61,0.05203811619934421,0.10080522811715154
62,0.05087295569475062,0.10054659975719625
63,0.05130172517628411,0.12181279025431993
64,0.05048690083769401,0.14664569871437147
65,0.05237896747406336,0.12017600753025157
66,0.051454932771812484,0.09937610146072176
67,0.05197034814080274,0.08445445921470002
68,0.05156608090318198,0.07924041166397684
69,0.050363180497699764,0.1119138711190598
70,0.05045677637799363,0.15150118525621395
71,0.050950417604782326,0.10091535837034096
72,0.050872624601594155,0.11784118424723114
73,0.052487120111434374,0.10334880651843145
74,0.050737007344612214,0.1349151006895275
75,0.051167870928003865,0.14694959569524452
76,0.05028891821242439,0.1535425089335672
77,0.05120526246058294,0.08090598354395029
78,0.050326690905830376,0.08070009249905889
79,0.04961162005494328,0.10172016385960694
80,0.05040302320868415,0.07617705970876602
81,0.05032667749336795,0.0987750140833106
82,0.05042417938259582,0.11667625008573855
83,0.05020896371756185,0.12201260904902997
84,0.05008962870599982,0.1419701354155218
85,0.050471162152474956,0.11080545109611202
86,0.04760338839467716,0.08510247998587463
87,0.05030149736640651,0.08424879641132654
88,0.05034644059213781,0.11206324999603097
89,0.05043196493630951,0.11180952256140501
90,0.05051778168012949,0.09139771364485295
91,0.05001012852647172,0.12663071329035044
92,0.04939609411328477,0.07052366936957274
93,0.05011381630743931,0.08134990073020619
94,0.050279077936330456,0.09589752693467093
95,0.05047077421114359,0.11244098268053382
96,0.05079552987560159,0.11849192245570933
97,0.05152950044213596,0.07710031217531017
98,0.05034902444245276,0.07559812843691611
99,0.049105111837684866,0.09265155248020006
100,0.05060183640711734,0.13058970355685207
101,0.048842103209720274,0.11322205897042717
102,0.050108348363919634,0.08987480554063827
103,0.049549773663098554,0.11117299635341202
104,0.04939292586613865,0.10395359386496497
105,0.04981299441663634,0.0759781316453636
106,0.049226601217500755,0.0788903747919209
107,0.05015302113666453,0.09036168019660717
108,0.04885604187325204,0.10186731359125048
109,0.04797943651617833,0.09514957224581265
110,0.04960285478933983,0.10124528574518823
111,0.04928217689497352,0.07642533801999933
112,0.04954106364499372,0.07922719147254303
113,0.04971714376818155,0.09423874424779473
114,0.048881421132956085,0.10738956283975915
115,0.051426787244763676,0.1481693538562687
116,0.04805201601433011,0.09608494013475911
117,0.04998650838752788,0.09009409541993038
118,0.0488803785864124,0.08155473019333853
119,0.04978688417570049,0.09852199866503909
120,0.05027521480182813,0.11839523495755334
121,0.047994972776412965,0.08012158075878442
122,0.049341438027444444,0.09474122732121876
123,0.04932408785645907,0.06922645962252709
124,0.049433464932227375,0.11467296529363319
125,0.04822185655285761,0.09804483548994514
126,0.0493940279540968,0.08875455583135287
127,0.048730415346370085,0.07501323763641038
128,0.048555295807491086,0.07735642956812745
129,0.04963196838664301,0.1525277626219291
130,0.050007191430719515,0.11792040985203596
131,0.05000160893555521,0.10901130381341717
132,0.049405108423255184,0.12756951110086578
133,0.050273604992937836,0.10727397832965506
134,0.04843229247744517,0.10194123779302058
135,0.048642398466424354,0.08031196808127533
136,0.0498163852378028,0.12669652045348992
137,0.04876414287244201,0.08360957617057119
138,0.048507017384240035,0.13380386201655808
139,0.04936800710595462,0.10711132227510646
140,0.04984075855539427,0.08254510079676979
141,0.049454504878168826,0.10869100410041314
142,0.04889796462261457,0.08573939817719126
143,0.049710477262528405,0.1194904880679172
144,0.04932549970556682,0.08400962315499783
145,0.04888374057854911,0.15615465682773774
146,0.049342596934336055,0.07857468412010278
147,0.049020152579006784,0.11958506798758599
148,0.05067180154175524,0.077114578705407
149,0.04969951295810994,0.12982050304251594
150,0.049982220490601234,0.11105888718424212
151,0.05003769927323481,0.0810938737746598
152,0.049528411955459276,0.09354355144831869
153,0.04812669936632495,0.09322244008094216
154,0.04969943647922939,0.09986172755055381
155,0.04937511630343652,0.09079871648823581
156,0.04920074982273042,0.08133363904620426
157,0.04935608116591164,0.08573972849526267
158,0.0491924866500457,0.14334697731667095
159,0.05117883882767424,0.1034663326246439
160,0.04995417672134583,0.12271445761052306
161,0.048912553926082174,0.08586164847340273
162,0.0479943222944497,0.12085264833005155
163,0.049025333628507584,0.12121002365281616
164,0.04857092386199823,0.10513354575144496
165,0.04883055683708668,0.12201552033640337
166,0.04959869162405136,0.09736360575337917
167,0.050359729025870714,0.10008323046824207
168,0.049494823158918726,0.09435737557745211
169,0.04909495606072562,0.10932573012035826
170,0.05096310367749951,0.1134316844748702
171,0.0499726674569981,0.10440161156553578
172,0.04991195524675853,0.09869451815451401
173,0.04948694973162444,0.10599133559471167
174,0.049990751516708586,0.13881605102316194
175,0.04824795392253844,0.08516007095827284
176,0.05041958087094483,0.0846981545775265
177,0.049483661894774864,0.11707543673506682
178,0.04888551582675317,0.1370698680408335
179,0.048723312911778976,0.07918568884117017
180,0.0497193077007935,0.1082460896656421
181,0.0497006599128909,0.10777161445846592
182,0.04952135057481398,0.1322035133694681
183,0.04831462514275205,0.10305164814679231
184,0.0493088805287483,0.09497269738807483
185,0.049146199172946686,0.07866124300385155
186,0.04936224871845399,0.08630455349198574
187,0.04926345513359672,0.1114257358842426
188,0.048228425111667854,0.07184097159132001
189,0.048793800498359456,0.1150302136145928
190,0.04951547756920465,0.09318147537608941
191,0.05023349431383558,0.09911691516205884
192,0.04771294591034131,0.1109796310212589
193,0.049466542040116766,0.07526811462003684
194,0.04882889855917252,0.11946634408356487
195,0.050340135769624636,0.10681075103364993
196,0.04907879724884769,0.09519124034666208
197,0.04889232736078408,0.1613588960490365
198,0.05078136352096997,0.09540476009321673
199,0.04833690157827831,0.1362777297983423
200,0.05073675451578405,0.17532687119527715
