Epoch,Avg Train Loss,Avg Validation Loss
1,0.10086097842606388,0.32967498941697937
2,0.10110354136640369,0.3458388455680027
3,0.09845231804252552,0.37206679841746454
4,0.10157937850102994,0.3702962926188529
5,0.10026511803256176,0.39861366469503023
6,0.09916550326920676,0.4028088956495414
7,0.09864599798226963,0.3634667164029706
8,0.0986122499598767,0.36976047644868565
9,0.09885566823303382,0.3433745227718123
10,0.09947732246941039,0.37168818669042725
11,0.09757085960913212,0.37154392307795187
12,0.09950025228510477,0.3529604305535699
13,0.09825023796726415,0.35964899549737644
14,0.10009817213830637,0.3420120153738105
15,0.0992974331943719,0.34622371455897455
16,0.09781127682629417,0.33518351528091705
17,0.10009856607619647,0.3290023407786365
18,0.09826645121224947,0.35469117609487066
19,0.09982779698807473,0.31914050704327185
20,0.09898727540428756,0.3368651213997228
21,0.098157457363336,0.3412422597552267
22,0.09851775708967207,0.34948023577819126
23,0.09843942430530879,0.3433679903762928
24,0.09781668265955633,0.3519484757081322
25,0.09806602932821,0.3165233521789744
26,0.09847996770635459,0.3488043219139035
27,0.09779176546643811,0.3670892446225392
28,0.09999115220392145,0.3427089828511943
29,0.09936219952058215,0.3330946171629256
30,0.09879832056375225,0.3184301917247726
31,0.09877875909081553,0.3790601993672514
32,0.10021888436067047,0.3573296335008409
33,0.09843886149034398,0.3254404479034857
34,0.09929455670662418,0.3357872620296939
35,0.09819173557578144,0.3292477473544614
36,0.09757336977886887,0.3134508343854388
37,0.09861277339398755,0.32793648519377777
38,0.0977946497030979,0.30035639367097816
39,0.09798809587427065,0.2944433730149615
40,0.09901670605300907,0.3060329580940486
41,0.09787232122421441,0.2606836831296124
42,0.0987931395722355,0.29656455899782225
43,0.09802145471886664,0.31848433581383334
44,0.0981112717657436,0.32281149290322103
45,0.09898987168173172,0.31287864534463283
46,0.09752782518660592,0.35277186686865947
47,0.09777146498683673,0.2739337693881873
48,0.09637756317955207,0.2927927830512973
49,0.09780523589268397,0.30101443510412595
50,0.0984242032700379,0.3003471863730518
51,0.09578726166005007,0.2852115771476773
52,0.09587615303723825,0.28781097501084424
53,0.09525334316550206,0.28476052065402413
54,0.0951164179926311,0.27746606431001625
55,0.09482323187546492,0.2877535755219667
56,0.09634267819173475,0.2860089732684951
57,0.09433416254987971,0.2853123896939743
58,0.09553866412812055,0.28925127050150995
59,0.09850309398157377,0.30321068032352244
60,0.09728021760653907,0.28875011695179964
61,0.09648453263592319,0.287503018003443
62,0.09437222424101957,0.3024923157864723
63,0.09511472834890651,0.28591917325621063
64,0.09613788393535266,0.2892106952154694
65,0.09501760636718314,0.29392305617603126
66,0.09456608252903671,0.2956318774661004
67,0.09517681463478446,0.2977823327129014
68,0.09552336684659335,0.2983210002958487
69,0.09462662413496145,0.3192634561643508
70,0.09582330098366872,0.30042763637459796
71,0.09504895149146693,0.30020323543300953
72,0.09486353733900485,0.29238866643917155
73,0.09585838490738215,0.29454138795822715
