Metric,Value
Lowest_Train_Loss,0.0693803940020088
Lowest_Validation_Loss,0.0710288687172719
Epoch_Lowest_Train_Loss,145
Epoch_Lowest_Validation_Loss,193
Train_Loss_First_Epoch,0.188312430452142
Train_Loss_Last_Epoch,0.0711390147729828
Validation_Loss_First_Epoch,0.131804988562053
Validation_Loss_Last_Epoch,0.0740590921652634
